Algoritmo,Data de execucao,Qtde lances,Qtde lances selecionados,Melhor resultado,Tempo execucao (seg),Cores disponiveis,Memoria total (Mb),Memoria maxima (Mb),Memoria liberada (Mb)
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,23,20736, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,24,24548, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,23,23777, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,24,23216, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,24,23640, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,23,23953, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,23,20092, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,22,22191, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,23,25616, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,350,24,25529, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,25,19,26725, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,25,22,39408, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:53,10,1,531, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:53,10,1,512, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,1055, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,1208, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,1345, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,521, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,978, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,1290, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,1423, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,10,1,1357, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,563, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,1191, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,549, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,1350, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,993, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,1217, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,1036, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,1383, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,766, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,11,1,1073, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,1232, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,838, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,1380, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,1354, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,1195, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,1247, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,739, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,636, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,1100, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,12,1,640, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,904, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,1066, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,1216, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,631, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,1177, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,1370, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,933, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,1168, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,1297, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,13,1,1146, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,1392, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,740, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,1298, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,688, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,773, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,710, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,905, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,927, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,768, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,14,1,977, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,854, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,1454, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,1484, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,575, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,1492, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,1283, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,1325, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,1089, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,631, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,15,1,522, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,980, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,1075, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,552, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,1272, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,543, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,1157, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,1219, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,1470, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,1014, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,16,1,590, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,17,1,1293, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:54,17,1,1145, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,1452, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,1268, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,1324, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,915, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,1150, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,664, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,787, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,17,1,1017, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,873, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1100, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1153, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1104, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1389, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1464, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1164, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1376, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1121, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,18,1,1283, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,860, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,766, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,1153, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,962, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,1319, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,1373, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,751, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,837, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,973, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,19,1,786, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,536, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,1492, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,541, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,1355, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,889, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,906, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,1262, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,1386, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,1147, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,20,1,1022, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,969, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,1227, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,1179, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,986, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,1117, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,909, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,1337, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,987, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,805, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,21,1,784, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,1421, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,1194, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,1182, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,643, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,1386, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,728, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,600, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,1034, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,612, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,22,1,1152, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,1156, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,1080, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,1135, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,501, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,1452, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,768, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,1421, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,1002, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,511, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:55,23,1,632, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,866, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,1023, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,1023, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,1451, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,1199, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,1339, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,818, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,1469, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,867, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,24,1,640, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,1350, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,752, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,966, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,643, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,1438, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,652, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,774, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,883, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,712, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,25,1,979, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,1379, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,1282, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,689, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,965, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,1253, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,1140, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,997, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,942, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,1108, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,26,1,1490, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,768, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,1198, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,1434, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,823, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,1138, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,937, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,942, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,1020, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,955, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,27,1,1254, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,1068, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,758, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,1118, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,1168, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,883, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,1395, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,966, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,708, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,880, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,28,1,1351, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,1087, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,1262, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,794, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,1272, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,793, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,568, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,1031, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,1329, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,822, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,29,1,829, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:56,30,1,642, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,806, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,679, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,1082, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,1211, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,595, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,1463, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,1285, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,860, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,30,1,1261, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,1146, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,1286, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,1433, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,1057, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,1272, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,760, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,1103, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,969, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,1404, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,31,1,669, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,504, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,629, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,642, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,679, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,1103, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,676, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,1086, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,750, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,1028, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,32,1,1146, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,819, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,1233, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,796, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,1213, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,549, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,806, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,559, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,580, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,1228, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,33,1,822, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,1222, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,1044, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,939, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,945, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,1165, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,701, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,1121, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,864, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,1043, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,34,1,1313, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,534, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,1229, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,1095, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,731, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,964, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,1356, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,622, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,1140, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,1248, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,35,1,999, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,25,1,1188, 0,12,266,4261,260
DIVISAO_CONQUISTA,23-06-2024 12:26:57,25,1,1496, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:57,10,0,8846, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,9183, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,9403, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,9025, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,8277, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,9316, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,9032, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,12546, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,10585, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,10,0,10816, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,9778, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,10347, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,10821, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,11945, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,12706, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,11606, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,8836, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,11799, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,8918, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,11,0,9896, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,12,0,10254, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,12,0,9169, 0,12,266,4261,260
PROGRAMACAO_DINAMICA,23-06-2024 12:26:58,12,0,11105, 0,12,266,4261,260
